FinancialYear,Componend,Description,Quantity,UnitPrice,TotalPrice,ProductType,CusGroup,CustomerName,Date,Division,UnitofMeasure,Supplier,CATNo,Cluster,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,02_ACHIVE,GAMMA-GTSOLUBLEGPNA8x30ML,2,38101.08,76202.16,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/6/2018,MED,PACK,BIOLABOSAS,81110,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CALCIUMARSENAZOIII,2,24499.4,48998.8,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/6/2018,MED,PACK,BIOLABOSAS,90004,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,UREAU.V.KINETIC7X30ML,6,17384.47,104306.82,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/6/2018,MED,PACK,BIOLABOSAS,92032,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,ALKALINEPHOSPHATASE(OPTIMISEDGKC)8X30mL,2,23332.76,46665.52,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/6/2018,MED,PACK,BIOLABOSAS,92214,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"FLUIDPACK,AVL9180/9181/GEMLYTE",2,25022,50044,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,MED,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5186D,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,1,10634.36,10634.36,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,MULTICALIBRATOR10X5ML,1,48163.82,48163.82,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,MED,PACK,BIOLABOSAS,95015,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,BIOLABOCRPstandardsuperhigh1x1ml,1,4419,4419,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,MED,PACK,BIOLABOSAS,CRP/CAL_SH1,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,BIOLABOCRPcontrolhigh1x1ml,1,1700,1700,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,MED,PACK,BIOLABOSAS,CRP/CONT_H1,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,BIOLABOCRPLOWCONTROL1X1ML,1,1700,1700,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,MED,PACK,BIOLABOSAS,CRP/CONT_L1,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CRP-immunoturbidimetrytest1x10ml+6x20ml,3,21900,65700,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,MED,PACK,BIOLABOSAS,CRP620E,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,TRIGLYCERIDESGPO2X50ML,5,11161.1,55805.5,CON,GVT,BASEHOSPITAL-KALMUNAI,2/20/2018,MED,PACK,BIOLABOSAS,80019,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CALCIUMARSENAZOIII,2,20248.15,40496.3,CON,GVT,BASEHOSPITAL-KALMUNAI,2/20/2018,MED,PACK,BIOLABOSAS,90004,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"FLUIDPACK,AVL9180/9181/GEMLYTE",4,25024.71,100098.84,CON,GVT,BASEHOSPITAL-KALMUNAI,2/20/2018,MED,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5186D,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CRPCONTROLHIGH,1,28909.25,28909.25,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,THERMOELECTRONOY,981679,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,ALBUMIN(BCG)8x20ML,1,4240.43,4240.43,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,THERMOELECTRONOY,981767,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,GLUCOSE(GOD-POD)12x20ML,1,4796.16,4796.16,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,THERMOELECTRONOY,981780,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,TOTALPROTEINPLUS12*20ML,1,4959.76,4959.76,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,THERMOELECTRONOY,981827,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,ALP(IFCC)PLUS15x5ML,1,5862.3,5862.3,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,THERMOELECTRONOY,981832,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,BILLIRUBINTOTAL(NBD)4x20ML,1,8707.59,8707.59,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,THERMOELECTRONOY,981897,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,WASHINGSOLUTION4.5%_4X20ML,1,7015.07,7015.07,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,THERMOELECTRONOY,984030,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"TENCELLCUVETTES,10800TESTS",1,52479.63,52479.63,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,Box,THERMOELECTRONOY,986000,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,4,8734.95,34939.8,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,HDL-CHOLESTEROLDIRECTMETHOD200-250TEST,2,30668.12,61336.24,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,BIOLABOSAS,90206,MED-CLUSTER-02,COAGULATION,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CRP-immunoturbidimetrytest1x10ml+6x20ml,3,21900,65700,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,2/20/2018,MED,PACK,BIOLABOSAS,CRP620E,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,GLUCOSEGOD-PAPIncludingbottleforreconstitution500ML,1,6280,6280,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,2/20/2018,MED,PACK,BIOLABOSAS,80009,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,2,7972,15944,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,2/20/2018,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ACID100ML(formindray)BS300",1,735,735,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PCS,LOCALPURCHASE-,G010-A,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ALK100ml(FORmINDRAYBS300)",1,735,735,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PCS,LOCALPURCHASE-,G010-B,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,MULTI-SYST.HbA1cCAPI.CTL(2),1,13424.06,13424.06,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),4768,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,BIOLABOCRPstandardsuperhigh1x1ml,1,4419,4419,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,CRP/CAL_SH1,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,BIOLABOCRPcontrolhigh1x1ml,1,1700,1700,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,CRP/CONT_H1,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,BIOLABOCRPLOWCONTROL1X1ML,1,1700,1700,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,CRP/CONT_L1,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CRP-immunoturbidimetrytest1x10ml+6x20ml,5,21900,109500,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,CRP620E,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,GLUCOSEGOD-PAP6X1000ML,2,53556.6,107113.2,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,16GL8,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,TESTTUBE5MLWITHSTOPPER,25000,6.47,161750,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PCS,KOTTERMANNLABOTECHGMBH&CO.,18021-18350,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,ALBUMIN2X200ML,4,6051.31,24205.24,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80002,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,PHOSPHOROUS(INORG.)U.V.2X125ML,3,7172.63,21517.89,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80015,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,TOTALPROTEIN2X500ML,4,11721.22,46884.88,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80016,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,AMYLASEPNPG720X3ML,5,23177.04,115885.2,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80023,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,2,8789.6,17579.2,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,AST/GOTSINGLEVIAL8x30ML,10,19795.48,197954.8,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80125,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,ALT/TGPSINGLEVIAL8x30ML,10,19795.48,197954.8,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80127,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,TOTALBILIRUBIN(DMSO)2X200ML,2,18860.46,37720.92,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80443,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,DIRECTBILRUBIN2X200ML,2,17700.46,35400.92,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,80553,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,GAMMA-GTSOLUBLEGPNA8x30ML,1,31486.82,31486.82,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,81110,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CALCIUMARSENAZOIII,2,20248.94,40497.88,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,90004,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,L.D.H.(LDH-P)20X3ML,1,18654.82,18654.82,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,92011,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,UREAU.V.KINETIC10X100ML,2,62485.04,124970.08,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,92132,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,ALKALINEPHOSPHATASE(OPTIMISEDGKC)8X30mL,4,19284.03,77136.12,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,92214,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,MULTICALIBRATOR10X5ML,4,39805.39,159221.56,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,BIOLABOSAS,95015,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,WASHINGSOLUTION4.5%4x20ML,2,14707.33,29414.66,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PACK,THERMOELECTRONOY,984030,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ACID100ML(formindray)BS300",1,735,735,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PCS,LOCALPURCHASE-,G010-A,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ALK100ml",1,735,735,CON,GVT,TEACHINGHOSPITAL-BATTICALOA,2/20/2018,MED,PCS,LOCALPURCHASE-,G010-B,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,DEPROTEINIZERSOLUTION100ML,1,5050.88,5050.88,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/5/2018,MED,PCS,DIAMONDDIAGNOSTICSINC.,AV-BP0521D,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,"FLUIDPACK,AVL9180/9181/GEMLYTE",20,29704.4,594088,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/5/2018,MED,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5186D,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,BILLIRUBINTOTAL(NBD)4x20ML,2,8982.9,17965.8,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/5/2018,MED,PACK,THERMOELECTRONOY,981897,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,ALT/GPT(IFCC)8*20ML,1,7944.59,7944.59,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/5/2018,MED,PACK,THERMOELECTRONOY,981769,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,AST/GOT(IFCC)8x20ml,1,7944.59,7944.59,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/5/2018,MED,PACK,THERMOELECTRONOY,981771,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,CREATININEENZYMATIC4X30ML,1,21809.89,21809.89,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/5/2018,MED,PACK,THERMOELECTRONOY,981896,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,BILLIRUBINTOTAL(NBD)4x20ML,2,8982.9,17965.8,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/5/2018,MED,PACK,THERMOELECTRONOY,981897,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,CRP1x3ML,1,25864.92,25864.92,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/5/2018,MED,PACK,THERMOELECTRONOY,981933,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,3,8821.06,26463.18,CON,GVT,DISTRICTGENERALHOSPITAL-GAMPAHA,2/12/2018,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ACID100ML(formindray)BS300",6,735,4410,CON,GVT,DISTRICTGENERALHOSPITAL-GAMPAHA,2/12/2018,MED,PCS,LOCALPURCHASE-,G010-A,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,GAMMA-GT(IFCC)15x5ML,1,7102.88,7102.88,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/12/2018,MED,PACK,THERMOELECTRONOY,981778,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,ALP(IFCC)PLUS15x5ML,1,5862.0782,5862.08,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/12/2018,MED,PACK,THERMOELECTRONOY,981832,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,BILLIRUBINTOTAL(NBD)4x20ML,3,8982.9,26948.7,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/12/2018,MED,PACK,THERMOELECTRONOY,981897,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,ALT/GPT(IFCC)8*20ML,2,7944.59,15889.18,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/12/2018,MED,PACK,THERMOELECTRONOY,981769,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,CREATININEENZYMATIC4X30ML,1,21809.89,21809.89,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/12/2018,MED,PACK,THERMOELECTRONOY,981896,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,BILLIRUBINTOTAL(NBD)4x20ML,2,8982.9,17965.8,CON,GVT,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,2/12/2018,MED,PACK,THERMOELECTRONOY,981897,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,3,8821.06,26463.18,CON,GVT,DISTRICTGENERALHOSPITAL-GAMPAHA,2/17/2018,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,GLUCOSEGOD-PAPIncludingbottleforreconstitution500ML,1,6924.82,6924.82,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,80009,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,AMYLASEPNPG720X3ML,2,23177.04,46354.08,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,80023,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,AST/GOT(IFCC.)SINGALVIAL20X10mL,5,20744.57,103722.85,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,80025,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,ALT/GPT(IFCC.)SINGALVIAL20X10mL,5,20744.57,103722.85,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,80027,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,2,8789.6,17579.2,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,TOTALBILIRUBIN(DMSO)2X200ML,1,18860.46,18860.46,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,80443,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,DIRECTBILRUBIN2X200ML,1,17702.22,17702.22,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,80553,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,UREAU.V.KINETIC7X30ML,9,14366.36,129297.24,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,92032,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,MULTICALIBRATOR5MLX10,1,39805.39,39805.39,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,BIOLABOSAS,95015,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,BS-200REACTIONCUVEETTE,250,41.7,10425,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PCS,BIOMEDICA(PVT)LTD,BA31-30-41635,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ACID100ML(formindray)BS300",4,735,2940,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PCS,LOCALPURCHASE-,G010-A,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ALK100ml(FORmINDRAYBS300)",4,735,2940,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PCS,LOCALPURCHASE-,G010-B,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,"MICROCENTRIFUGETUBE,1.5ML",250,4,1000,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PCS,LABBOXLABWARES.L.,PCRP-015-500,MED-CLUSTER-01B,GENERALLABORATORY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,"CONDITIONER,NaELECTRODEAVL98X-91XX-100ML",1,5050.88,5050.88,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PCS,DIAMONDDIAGNOSTICSINC.,AV-BP0380D,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,"FLUIDPACK,AVL9180/9181/GEMLYTE",5,29704.4,148522,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5186D,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,MISSIONCONTROLLEVEL1-2-330X1.8ML,1,14026.97,14026.97,CON,GVT,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,MED,PACK,DIAMONDDIAGNOSTICSINC.,DD-92123,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,BIOLABOPAEDIATRICCONTROL3X3ML,1,19661,19661,CON,GVT,DISTRICTGENERALHOSPITAL-NEGOMBO,2/20/2018,MED,PACK,BIOLABOSAS,95403,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,ULTRASENSIBLEPROTEIN(UrinaryProtein)2X125ML,1,38755,38755,CON,GVT,DISTRICTGENERALHOSPITAL-NEGOMBO,2/20/2018,MED,PACK,BIOLABOSAS,97016,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,K3EDTAFOR2.5MLINTESTTUBES13X75MM,1000,0,0,CON,GVT,BASEHOSPITAL-HOMAGAMA,2/2/2018,MED,PCS,VACUTESTKIMAS.R.L.,185560,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,02_ACHIVE,K3EDTAFOR2.5MLINTESTTUBES13X75MM,22000,0,0,CON,GVT,BASEHOSPITAL-HOMAGAMA,2/7/2018,MED,PCS,VACUTESTKIMAS.R.L.,185560,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
