FinancialYear,Description,Quantity,UnitPrice,TotalPrice,ProductType,CustomerName,Date,UnitofMeasure,Supplier,CATNo,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,CREATININER12×27mL+R21×18mLCREA-S,1,22118,22118,CON,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-004614-00,BIOCHEMISTRY,MED-REGION02,MED_NM,GVT
2017-2018,"CD80DETERGENT(ABROAD,2L*6)",1,44681.46,44681.46,CON,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,2/22/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000107-00,BIOCHEMISTRY,MED-REGION02,MED_NM,GVT
2017-2018,BC-6DMINDRAYQCHIGH4.5ML,4,7876.16,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002424-00H,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-6DMINDRAYQCLOW,4,7876.16,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002424-00L,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-6DMINDRAYQCNORMAL4.5ML,4,7876.16,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002424-00N,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-REFMINDRAYQCHIGH,1,9308.1,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002432-00H,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-REFMINDRAYQCLOW,1,9308.1,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002432-00L,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-REFMINDRAYQCNORMAL,1,9308.1,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002432-00N,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-6DMINDRAYQCHIGH4.5ML,4,7876.16,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002424-00H,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-6DMINDRAYQCLOW,4,7876.16,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002424-00L,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-6DMINDRAYQCNORMAL4.5ML,4,7876.16,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002424-00N,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-REFMINDRAYQCHIGH,1,9308.1,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002432-00H,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-REFMINDRAYQCLOW,1,9308.1,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002432-00L,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,BC-REFMINDRAYQCNORMAL,1,9308.1,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002432-00N,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",2,44239.32,0,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/1/2018,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION03,MED_AM,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,5,7768.24,38841.2,CON,DISTRICTGENERALHOSPITAL-NEGOMBO,2/5/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,10,7768.24,77682.4,CON,BASEHOSPITAL-WATHUPITIWALA,2/5/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,"CD80DETERGENT(ABROAD,2L*6)",1,44682.24,44682.24,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000107-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,ALANINEAMINOTRANSFERASER16×40mL+R22×32mL,2,8300.64,16601.28,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000853-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,ASPARTATEAMINOTRANSFERASER16×40mL+R22×32mL,1,8300.64,8300.64,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000854-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,ALKALINEPHOSPHATASER16×40mL+R22×32mL,1,7122.97,7122.97,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000855-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,TOTALCHOLESTEROLR6×40mL,1,10980.81,10980.81,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000859-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,TG0103TRIGLYCERIDESKIT(6*40ml)R6×40mL,1,19076.98,19076.98,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000860-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,UREAR16×40mL+R22×32mL,2,9315.25,18630.5,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000863-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,HDL0103HDL-CKIT(4*40ml+2*28ml)R14×40mL+R22×28mL,1,74665.64,74665.64,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000874-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,LDL-CHOLESTEROL4*40ml+2*28ml,1,109715.71,109715.71,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000875-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,GLUCOSER14×40mL+R22×20mL,8,2813.47,22507.76,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000888-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,BILRUBINTOTALR14×32mL+R24×8mL,1,4609.74,4609.74,CON,BASEHOSPITAL-WATHUPITIWALA,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000889-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,2,7768.24,15536.48,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,5,7768.24,38841.2,CON,DISTRICTGENERALHOSPITAL-NEGOMBO,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,ALANINEAMINOTRANSFERASER16×40mL+R22×32mL,1,8300.64,8300.64,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000853-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,ASPARTATEAMINOTRANSFERASER16×40mL+R22×32mL,1,8300.64,8300.64,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000854-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,ALKALINEPHOSPHATASER16×40mL+R22×32mL,1,7122.97,7122.97,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000855-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,GAMMA-GLUTAMYLTRANSFERASER16×40mL+R22×32mL,1,12460.02,12460.02,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000856-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,TOTALCHOLESTEROLR6×40mL,1,10980.81,10980.81,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000859-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,TOTALPROTEINR6×40mL,1,3941.96,3941.96,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000862-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,UREAR16×40mL+R22×32mL,2,9315.25,18630.5,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000863-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,3,8334.29,25002.87,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,BILRUBINTOTALR14×32mL+R24×8mL,1,4609.74,4609.74,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000889-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,BILRUBINDIRECTR14×32mL+R24×8mL,1,4609.74,4609.74,CON,BASEHOSPITAL-WATHUPITIWALA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000890-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,LDL-CHOLESTEROL4*40ml+2*28ml,1,109715.71,109715.71,CON,DISTRICTGENERALHOSPITAL-GAMPAHA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000875-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,GLUCOSER14×40mL+R22×20mL,1,2813.47,2813.47,CON,DISTRICTGENERALHOSPITAL-GAMPAHA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000888-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,LIPIDSCALIBRATOR5×1mL,1,23420.46,23420.46,CON,DISTRICTGENERALHOSPITAL-GAMPAHA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001128-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,MULTISERACALIBRATOR10×3mL,1,26933.74,26933.74,CON,DISTRICTGENERALHOSPITAL-GAMPAHA,2/17/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001144-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,2,7768.24,15536.48,CON,BASEHOSPITAL-WATHUPITIWALA,2/19/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,10,8334.29,83342.9,CON,DISTRICTGENERALHOSPITAL-NEGOMBO,2/19/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,15,8334.29,125014.35,CON,DISTRICTGENERALHOSPITAL-GAMPAHA,2/19/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,ALANINEAMINOTRANSFERASER16×40mL+R22×32mL,1,10132.97,10132.97,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000853-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,TG0103TRIGLYCERIDESKIT(6*40ml)R6×40mL,1,19889.43,19889.43,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000860-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,ALBUMINR6×40mL,1,4779.71,4779.71,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000861-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,UREAR16×40mL+R22×32mL,1,9713.53,9713.53,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000863-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,GLUCOSER14×40mL+R22×20mL,5,2930.25,14651.25,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000888-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,LIPIDSCALIBRATOR5×1mL,2,23420.55,46841.1,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001128-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,MALBCONTROLKIT,1,4332.95,4332.95,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002316-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,"CC.M.CONTROL(L1)(CE,6*5ML)",1,31944,31944,CON,ASHRAFFMEMORIALHOSPITAL,2/6/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-009119-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,BILRUBINTOTALR14×32mL+R24×8mL,1,5343.52,5343.52,CON,ASHRAFFMEMORIALHOSPITAL,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000889-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,ALANINEAMINOTRANSFERASER16×40mL+R22×32mL,1,10132.97,10132.97,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000853-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,TOTALCHOLESTEROLR6×40mL,1,11763.93,11763.93,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000859-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,TG0103TRIGLYCERIDESKIT(6*40ml)R6×40mL,1,19891.38,19891.38,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000860-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,ALBUMINR6×40mL,1,4779.71,4779.71,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000861-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,UREAR16×40mL+R22×32mL,1,9715.48,9715.48,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000863-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,CRE0203CREATININEKIT(4*40ML+2*28ML),2,61392,122784,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000868-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,BILRUBINTOTALR14×32mL+R24×8mL,1,5343.52,5343.52,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000889-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,LIPIDSCALIBRATOR5×1mL,1,23420.55,23420.55,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001128-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,MULTISERACALIBRATOR10×3mL,1,26934.13,26934.13,CON,BASEHOSPITAL-AKKARAIPATTU,2/20/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001144-00,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,"CD80DETERGENT(ABROAD,2L*6)",3,44682.24,134046.72,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000107-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,ALANINEAMINOTRANSFERASER16×40mL+R22×32mL,5,8300.64,41503.2,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000853-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,ASPARTATEAMINOTRANSFERASER16×40mL+R22×32mL,3,8300.64,24901.92,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000854-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,ALKALINEPHOSPHATASER16×40mL+R22×32mL,5,7122.97,35614.85,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000855-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,TOTALCHOLESTEROLR6×40mL,2,10980.81,21961.62,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000859-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,TG0103TRIGLYCERIDESKIT(6*40ml)R6×40mL,4,19076.98,76307.92,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000860-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,ALBUMINR6×40mL,5,4459.62,22298.1,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000861-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,UREAR16×40mL+R22×32mL,3,9315.25,27945.75,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000863-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,HDL0103HDL-CKIT(4*40ml+2*28ml)R14×40mL+R22×28mL,3,74665.64,223996.92,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000874-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,LDL-CHOLESTEROL4*40ml+2*28ml,4,109715.71,438862.84,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000875-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,AMY0103?-AMYLASEKit(4*20ml+2*10ml)R14×20mL+R22×10mL,2,16524.92,33049.84,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000886-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,GLUCOSER14×40mL+R22×20mL,5,2813.47,14067.35,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000888-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,BILRUBINTOTALR14×32mL+R24×8mL,3,4609.74,13829.22,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000889-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,LIPIDSCALIBRATOR5×1mL,2,23420.46,46840.92,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001128-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,MALBCONTROLKIT,6,4333.58,26001.48,CON,BASEHOSPITAL-HOMAGAMA,2/7/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002316-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,ALANINEAMINOTRANSFERASER16×40mL+R22×32mL,1,8300.64,8300.64,CON,BASEHOSPITAL-HOMAGAMA,2/21/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000853-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,ALBUMINR6×40mL,1,4459.62,4459.62,CON,BASEHOSPITAL-HOMAGAMA,2/21/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000861-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,LDL-CHOLESTEROL4*40ml+2*28ml,2,109715.71,219431.42,CON,BASEHOSPITAL-HOMAGAMA,2/21/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000875-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,C-REACTIVEPROTEINR11×40mL+R21×10mL,1,8334.29,8334.29,CON,BASEHOSPITAL-HOMAGAMA,2/21/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000880-00,BIOCHEMISTRY,MED-REGION08,MED_SUD,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",2,44239.32,0,CON,BASEHOSPITAL-HORANA,2/6/2018,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION11,MED_TS,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",2,44239.32,0,CON,BASEHOSPITAL-PANADURA,2/6/2018,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION11,MED_TS,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",2,44239.32,0,CON,GENERALHOSPITAL-KALUTARA,2/6/2018,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION11,MED_TS,GVT
2017-2018,ALKALINEPHOSPHATASEKITR1:6×58mL?R2:3×32mL,1,15760.07,15760.07,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/2/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-004593-00,BIOCHEMISTRY,MED-REGION03,MED_KDGH,GVT
2017-2018,"LDHKIT(800,CE,LDH1104)R1:4×42mL?R2:4×12mL",1,14789.05,14789.05,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/2/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-004595-00,BIOCHEMISTRY,MED-REGION03,MED_KDGH,GVT
2017-2018,ALBUMINKITR6×60mL,1,6500.78,6500.78,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/12/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001597-00,BIOCHEMISTRY,MED-REGION03,MED_KDGH,GVT
2017-2018,BILIRUBINTOTALKITR14×48mL+R24×12mL,1,8893.79,8893.79,CON,TEACHINGHOSPITAL-COLOMBONORTH,2/14/2018,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001625-00,BIOCHEMISTRY,MED-REGION03,MED_KDGH,GVT
